a,b,c,d,e,f,g,h,i,j,k,l,m,n
2,7,33,9,1,9,4,0,0,3,27,29,39,0
2,7,33,9,1,9,4,0,0,4,27,29,39,0
2,7,33,9,1,9,4,0,0,5,27,29,39,0
2,7,33,9,1,9,4,0,0,6,27,29,39,0
2,7,33,9,1,9,4,0,0,7,27,29,39,0
2,2,31,9,6,2,3,1,1,0,2,47,29,0
2,2,31,9,6,2,3,1,1,1,2,47,29,0
2,2,31,9,6,2,3,1,1,2,2,47,29,0
2,2,31,9,6,2,3,1,1,3,2,47,29,0
2,2,31,9,6,2,3,1,1,4,2,47,29,0
2,2,31,9,6,2,3,1,1,5,2,47,29,0
2,2,31,9,6,2,3,1,1,6,2,47,29,0
2,2,31,9,6,2,3,1,1,7,2,47,29,0
2,1,5,6,5,11,0,3,0,0,5,5,24,1
2,1,5,6,5,11,0,3,0,1,5,5,24,1
2,1,5,6,5,11,0,3,0,2,5,5,24,1
2,1,5,6,5,11,0,3,0,3,5,5,24,1
2,1,5,6,5,11,0,3,0,4,5,5,24,1
2,1,5,6,5,11,0,3,0,5,5,5,24,1
2,1,5,6,5,11,0,3,0,6,5,5,24,1
2,1,5,6,5,11,0,3,0,7,5,5,24,1
8,4,23,10,0,13,4,4,0,0,29,33,13,1
8,4,23,10,0,13,4,4,0,1,29,33,13,1
8,4,23,10,0,13,4,4,0,2,29,33,13,1
8,4,23,10,0,13,4,4,0,3,29,33,13,1
8,4,23,10,0,13,4,4,0,4,29,33,13,1
8,4,23,10,0,13,4,4,0,5,29,33,13,1
8,4,23,10,0,13,4,4,0,6,29,33,13,1
8,0,50,0,1,10,0,3,1,0,6,60,12,0
8,0,50,0,1,10,0,3,1,1,6,60,12,0
8,0,50,0,1,10,0,3,1,2,6,60,12,0
8,0,50,0,1,10,0,3,1,3,6,60,12,0
8,0,50,0,1,10,0,3,1,4,6,60,12,0
8,0,50,0,1,10,0,3,1,5,6,60,12,0
8,0,50,0,1,10,0,3,1,6,6,60,12,0
8,0,50,0,1,10,0,3,1,7,6,60,12,0
8,4,44,11,1,6,0,4,1,0,16,73,36,0
8,4,44,11,1,6,0,4,1,1,16,73,36,0
8,4,44,11,1,6,0,4,1,2,16,73,36,0
8,4,44,11,1,6,0,4,1,3,16,73,36,0
8,4,44,11,1,6,0,4,1,4,16,73,36,0
8,4,44,11,1,6,0,4,1,5,16,73,36,0
8,4,44,11,1,6,0,4,1,6,16,73,36,0
8,4,44,11,1,6,0,4,1,7,16,73,36,0
3,7,3,10,5,7,5,0,0,0,8,22,26,0
3,7,3,10,5,7,5,0,0,1,8,22,26,0
3,7,3,10,5,7,5,0,0,2,8,22,26,0
3,7,3,10,5,7,5,0,0,3,8,22,26,0
3,7,3,10,5,7,5,0,0,4,8,22,26,0
3,7,3,10,5,7,5,0,0,5,8,22,26,0
3,7,3,10,5,7,5,0,0,6,8,22,26,0
3,7,3,10,5,7,5,0,0,7,8,22,26,0
1,3,50,13,0,2,2,3,1,0,24,83,34,1
1,3,50,13,0,2,2,3,1,1,24,83,34,1
1,3,50,13,0,2,2,3,1,2,24,83,34,1
1,3,50,13,0,2,2,3,1,3,24,83,34,1
1,3,50,13,0,2,2,3,1,4,24,83,34,1
1,3,50,13,0,2,2,3,1,5,24,83,34,1
3,8,56,13,2,8,5,0,1,0,30,26,0,0
3,8,56,13,2,8,5,0,1,1,30,26,0,0
3,8,56,13,2,8,5,0,1,2,30,26,0,0
3,8,56,13,2,8,5,0,1,3,30,26,0,0
3,8,56,13,2,8,5,0,1,4,30,26,0,0
3,8,56,13,2,8,5,0,1,5,30,26,0,0
3,8,56,13,2,8,5,0,1,6,30,26,0,0
3,8,56,13,2,8,5,0,1,7,30,26,0,0
4,6,17,9,3,8,3,1,0,0,13,88,11,0
4,6,17,9,3,8,3,1,0,1,13,88,11,0
4,6,17,9,3,8,3,1,0,2,13,88,11,0
4,6,17,9,3,8,3,1,0,3,13,88,11,0
4,6,17,9,3,8,3,1,0,4,13,88,11,0
4,6,17,9,3,8,3,1,0,5,13,88,11,0
4,6,17,9,3,8,3,1,0,6,13,88,11,0
4,6,17,9,3,8,3,1,0,7,13,88,11,0
2,5,38,10,5,4,0,4,1,0,10,1,32,0
2,5,38,10,5,4,0,4,1,1,10,1,32,0
2,5,38,10,5,4,0,4,1,2,10,1,32,0
2,5,38,10,5,4,0,4,1,3,10,1,32,0
2,5,38,10,5,4,0,4,1,4,10,1,32,0
2,5,38,10,5,4,0,4,1,5,10,1,32,0
2,5,38,10,5,4,0,4,1,6,10,1,32,0
2,4,26,9,1,13,4,1,1,0,15,5,1,1
2,4,26,9,1,13,4,1,1,1,15,5,1,1
2,4,26,9,1,13,4,1,1,2,15,5,1,1
2,4,26,9,1,13,4,1,1,3,15,5,1,1
2,4,26,9,1,13,4,1,1,4,15,5,1,1
2,4,26,9,1,13,4,1,1,5,15,5,1,1
2,4,26,9,1,13,4,1,1,6,15,5,1,1
2,4,26,9,1,13,4,1,1,7,15,5,1,1
6,1,24,6,0,8,1,2,0,0,31,93,3,0
6,1,24,6,0,8,1,2,0,1,31,93,3,0
6,1,24,6,0,8,1,2,0,2,31,93,3,0
6,1,24,6,0,8,1,2,0,3,31,93,3,0
6,1,24,6,0,8,1,2,0,4,31,93,3,0
6,1,24,6,0,8,1,2,0,5,31,93,3,0
6,2,53,11,1,12,1,3,0,0,11,38,11,0
6,2,53,11,1,12,1,3,0,1,11,38,11,0
6,2,53,11,1,12,1,3,0,2,11,38,11,0
6,2,53,11,1,12,1,3,0,3,11,38,11,0
6,2,53,11,1,12,1,3,0,4,11,38,11,0
6,2,53,11,1,12,1,3,0,5,11,38,11,0
6,2,53,11,1,12,1,3,0,6,11,38,11,0
6,2,53,11,1,12,1,3,0,7,11,38,11,0
0,5,28,2,6,0,5,3,1,0,26,6,21,0
0,5,28,2,6,0,5,3,1,1,26,6,21,0
0,5,28,2,6,0,5,3,1,2,26,6,21,0
0,5,28,2,6,0,5,3,1,3,26,6,21,0
0,5,28,2,6,0,5,3,1,4,26,6,21,0
0,5,28,2,6,0,5,3,1,5,26,6,21,0
0,5,28,2,6,0,5,3,1,6,26,6,21,0
5,0,25,9,4,5,1,0,0,0,19,46,13,0
5,0,25,9,4,5,1,0,0,1,19,46,13,0
5,0,25,9,4,5,1,0,0,2,19,46,13,0
5,0,25,9,4,5,1,0,0,3,19,46,13,0
5,0,25,9,4,5,1,0,0,4,19,46,13,0
5,0,25,9,4,5,1,0,0,5,19,46,13,0
5,0,25,9,4,5,1,0,0,6,19,46,13,0
5,0,25,9,4,5,1,0,0,7,19,46,13,0
4,3,4,8,3,5,4,4,0,0,16,15,18,0
4,3,4,8,3,5,4,4,0,1,16,15,18,0
4,3,4,8,3,5,4,4,0,2,16,15,18,0
4,3,4,8,3,5,4,4,0,3,16,15,18,0
6,5,0,11,6,2,3,2,0,0,11,36,4,1
6,5,0,11,6,2,3,2,0,1,11,36,4,1
6,5,0,11,6,2,3,2,0,2,11,36,4,1
6,5,0,11,6,2,3,2,0,3,11,36,4,1
5,8,29,10,6,10,3,4,1,0,31,84,4,0
5,8,29,10,6,10,3,4,1,1,31,84,4,0
5,8,29,10,6,10,3,4,1,2,31,84,4,0
5,8,29,10,6,10,3,4,1,3,31,84,4,0
5,8,29,10,6,10,3,4,1,4,31,84,4,0
5,8,29,10,6,10,3,4,1,5,31,84,4,0
5,8,29,10,6,10,3,4,1,6,31,84,4,0
5,8,29,10,6,10,3,4,1,7,31,84,4,0
3,0,24,14,3,14,5,3,1,0,7,15,2,1
3,0,24,14,3,14,5,3,1,1,7,15,2,1
3,0,24,14,3,14,5,3,1,2,7,15,2,1
3,0,24,14,3,14,5,3,1,3,7,15,2,1
3,0,24,14,3,14,5,3,1,4,7,15,2,1
3,0,24,14,3,14,5,3,1,5,7,15,2,1
3,0,24,14,3,14,5,3,1,6,7,15,2,1
3,0,24,14,3,14,5,3,1,7,7,15,2,1
6,1,58,1,4,14,5,1,0,0,27,91,8,0
6,1,58,1,4,14,5,1,0,1,27,91,8,0
6,1,58,1,4,14,5,1,0,2,27,91,8,0
6,1,58,1,4,14,5,1,0,3,27,91,8,0
6,1,58,1,4,14,5,1,0,4,27,91,8,0
6,1,58,1,4,14,5,1,0,5,27,91,8,0
6,1,58,1,4,14,5,1,0,6,27,91,8,0
6,1,58,1,4,14,5,1,0,7,27,91,8,0
6,3,3,12,0,7,3,3,0,0,30,28,37,0
6,3,3,12,0,7,3,3,0,1,30,28,37,0
6,3,3,12,0,7,3,3,0,2,30,28,37,0
6,3,3,12,0,7,3,3,0,3,30,28,37,0
6,3,3,12,0,7,3,3,0,4,30,28,37,0
6,3,3,12,0,7,3,3,0,5,30,28,37,0
5,2,9,5,2,11,3,1,1,0,7,40,33,1
5,2,9,5,2,11,3,1,1,1,7,40,33,1
5,2,9,5,2,11,3,1,1,2,7,40,33,1
5,2,9,5,2,11,3,1,1,3,7,40,33,1
5,2,9,5,2,11,3,1,1,4,7,40,33,1
5,2,9,5,2,11,3,1,1,5,7,40,33,1
5,2,9,5,2,11,3,1,1,6,7,40,33,1
5,2,9,5,2,11,3,1,1,7,7,40,33,1
7,2,10,15,6,6,3,1,0,0,30,86,16,0
7,2,10,15,6,6,3,1,0,1,30,86,16,0
7,2,10,15,6,6,3,1,0,2,30,86,16,0
7,2,10,15,6,6,3,1,0,3,30,86,16,0
7,2,10,15,6,6,3,1,0,4,30,86,16,0
7,2,10,15,6,6,3,1,0,5,30,86,16,0
7,2,10,15,6,6,3,1,0,6,30,86,16,0
7,2,10,15,6,6,3,1,0,7,30,86,16,0
1,5,2,9,4,6,3,1,1,0,29,5,24,0
1,5,2,9,4,6,3,1,1,1,29,5,24,0
1,5,2,9,4,6,3,1,1,2,29,5,24,0
1,5,2,9,4,6,3,1,1,3,29,5,24,0
1,5,2,9,4,6,3,1,1,4,29,5,24,0
1,5,2,9,4,6,3,1,1,5,29,5,24,0
1,5,2,9,4,6,3,1,1,6,29,5,24,0
7,4,18,11,1,5,2,2,0,0,3,85,35,1
7,4,18,11,1,5,2,2,0,1,3,85,35,1
7,4,18,11,1,5,2,2,0,2,3,85,35,1
7,4,18,11,1,5,2,2,0,3,3,85,35,1
7,4,18,11,1,5,2,2,0,4,3,85,35,1
7,4,18,11,1,5,2,2,0,5,3,85,35,1
7,4,18,11,1,5,2,2,0,6,3,85,35,1
7,4,18,11,1,5,2,2,0,7,3,85,35,1
2,4,21,10,2,6,3,1,1,0,0,87,41,1
2,4,21,10,2,6,3,1,1,1,0,87,41,1
2,4,21,10,2,6,3,1,1,2,0,87,41,1
2,4,21,10,2,6,3,1,1,3,0,87,41,1
2,4,21,10,2,6,3,1,1,4,0,87,41,1
2,4,21,10,2,6,3,1,1,5,0,87,41,1
2,4,21,10,2,6,3,1,1,6,0,87,41,1
2,4,21,10,2,6,3,1,1,7,0,87,41,1
6,2,38,7,4,2,2,1,0,0,5,70,11,0
6,2,38,7,4,2,2,1,0,1,5,70,11,0
6,2,38,7,4,2,2,1,0,2,5,70,11,0
6,2,38,7,4,2,2,1,0,3,5,70,11,0
6,2,38,7,4,2,2,1,0,4,5,70,11,0
6,2,38,7,4,2,2,1,0,5,5,70,11,0
6,2,38,7,4,2,2,1,0,6,5,70,11,0
6,2,38,7,4,2,2,1,0,7,5,70,11,0
6,5,50,3,5,14,1,3,0,0,2,67,10,0
6,5,50,3,5,14,1,3,0,1,2,67,10,0
6,5,50,3,5,14,1,3,0,2,2,67,10,0
6,5,50,3,5,14,1,3,0,3,2,67,10,0
6,5,50,3,5,14,1,3,0,4,2,67,10,0
6,5,50,3,5,14,1,3,0,5,2,67,10,0
6,5,50,3,5,14,1,3,0,6,2,67,10,0
6,5,50,3,5,14,1,3,0,7,2,67,10,0
7,7,12,7,3,9,4,1,1,0,28,52,29,1
7,7,12,7,3,9,4,1,1,1,28,52,29,1
7,7,12,7,3,9,4,1,1,2,28,52,29,1
7,7,12,7,3,9,4,1,1,3,28,52,29,1
7,7,12,7,3,9,4,1,1,4,28,52,29,1
7,7,12,7,3,9,4,1,1,5,28,52,29,1
7,7,12,7,3,9,4,1,1,6,28,52,29,1
7,7,12,7,3,9,4,1,1,7,28,52,29,1
3,3,25,4,2,5,2,0,1,0,19,35,32,0
3,3,25,4,2,5,2,0,1,1,19,35,32,0
3,3,25,4,2,5,2,0,1,2,19,35,32,0
3,3,25,4,2,5,2,0,1,3,19,35,32,0
3,3,25,4,2,5,2,0,1,4,19,35,32,0
3,3,25,4,2,5,2,0,1,5,19,35,32,0
3,3,25,4,2,5,2,0,1,6,19,35,32,0
3,3,25,4,2,5,2,0,1,7,19,35,32,0
6,4,29,10,4,4,4,0,0,0,25,41,38,0
6,4,29,10,4,4,4,0,0,1,25,41,38,0
6,4,29,10,4,4,4,0,0,2,25,41,38,0
6,4,29,10,4,4,4,0,0,3,25,41,38,0
6,4,29,10,4,4,4,0,0,4,25,41,38,0
6,4,29,10,4,4,4,0,0,5,25,41,38,0
6,4,29,10,4,4,4,0,0,6,25,41,38,0
6,4,29,10,4,4,4,0,0,7,25,41,38,0
3,0,16,11,5,1,0,2,1,0,4,61,41,1
3,0,16,11,5,1,0,2,1,1,4,61,41,1
3,0,16,11,5,1,0,2,1,2,4,61,41,1
3,0,16,11,5,1,0,2,1,3,4,61,41,1
3,0,16,11,5,1,0,2,1,4,4,61,41,1
3,0,16,11,5,1,0,2,1,5,4,61,41,1
3,0,16,11,5,1,0,2,1,6,4,61,41,1
3,0,16,11,5,1,0,2,1,7,4,61,41,1
5,7,36,0,2,7,3,1,1,0,19,70,38,0
5,7,36,0,2,7,3,1,1,1,19,70,38,0
5,7,36,0,2,7,3,1,1,2,19,70,38,0
5,7,36,0,2,7,3,1,1,3,19,70,38,0
5,7,36,0,2,7,3,1,1,4,19,70,38,0
5,7,36,0,2,7,3,1,1,5,19,70,38,0
5,7,36,0,2,7,3,1,1,6,19,70,38,0
5,7,36,0,2,7,3,1,1,7,19,70,38,0
5,6,29,7,2,2,1,4,1,0,4,29,35,1
5,6,29,7,2,2,1,4,1,1,4,29,35,1
5,6,29,7,2,2,1,4,1,2,4,29,35,1
5,6,29,7,2,2,1,4,1,3,4,29,35,1
5,6,29,7,2,2,1,4,1,4,4,29,35,1
5,6,29,7,2,2,1,4,1,5,4,29,35,1
5,6,29,7,2,2,1,4,1,6,4,29,35,1
4,0,22,14,1,1,4,1,1,0,9,35,9,1
4,0,22,14,1,1,4,1,1,1,9,35,9,1
4,0,22,14,1,1,4,1,1,2,9,35,9,1
4,0,22,14,1,1,4,1,1,3,9,35,9,1
4,0,22,14,1,1,4,1,1,4,9,35,9,1
4,0,22,14,1,1,4,1,1,5,9,35,9,1
4,0,22,14,1,1,4,1,1,6,9,35,9,1
4,0,22,14,1,1,4,1,1,7,9,35,9,1
7,0,42,3,1,9,2,4,1,0,3,90,23,0
7,0,42,3,1,9,2,4,1,1,3,90,23,0
7,0,42,3,1,9,2,4,1,2,3,90,23,0
7,0,42,3,1,9,2,4,1,3,3,90,23,0
7,0,42,3,1,9,2,4,1,4,3,90,23,0
7,0,42,3,1,9,2,4,1,5,3,90,23,0
7,0,42,3,1,9,2,4,1,6,3,90,23,0
7,0,42,3,1,9,2,4,1,7,3,90,23,0
2,0,28,6,4,1,4,0,1,0,16,33,26,1
2,0,28,6,4,1,4,0,1,1,16,33,26,1
2,0,28,6,4,1,4,0,1,2,16,33,26,1
2,0,28,6,4,1,4,0,1,3,16,33,26,1
2,0,28,6,4,1,4,0,1,4,16,33,26,1
2,0,28,6,4,1,4,0,1,5,16,33,26,1
2,0,28,6,4,1,4,0,1,6,16,33,26,1
2,0,28,6,4,1,4,0,1,7,16,33,26,1
6,5,7,4,6,6,2,1,1,0,24,17,22,1
6,5,7,4,6,6,2,1,1,1,24,17,22,1
6,5,7,4,6,6,2,1,1,2,24,17,22,1
6,5,7,4,6,6,2,1,1,3,24,17,22,1
6,5,7,4,6,6,2,1,1,4,24,17,22,1
6,5,7,4,6,6,2,1,1,5,24,17,22,1
6,5,7,4,6,6,2,1,1,6,24,17,22,1
6,5,7,4,6,6,2,1,1,7,24,17,22,1
6,3,44,0,5,5,2,2,0,0,4,80,24,1
6,3,44,0,5,5,2,2,0,1,4,80,24,1
6,3,44,0,5,5,2,2,0,2,4,80,24,1
6,3,44,0,5,5,2,2,0,3,4,80,24,1
6,3,44,0,5,5,2,2,0,4,4,80,24,1
6,3,44,0,5,5,2,2,0,5,4,80,24,1
6,3,44,0,5,5,2,2,0,6,4,80,24,1
6,3,44,0,5,5,2,2,0,7,4,80,24,1
1,8,11,4,5,10,4,3,0,0,29,60,8,0
1,8,11,4,5,10,4,3,0,1,29,60,8,0
1,8,11,4,5,10,4,3,0,2,29,60,8,0
1,8,11,4,5,10,4,3,0,3,29,60,8,0
1,8,11,4,5,10,4,3,0,4,29,60,8,0
1,8,11,4,5,10,4,3,0,5,29,60,8,0
1,8,11,4,5,10,4,3,0,6,29,60,8,0
2,6,34,1,2,8,0,1,1,0,0,42,19,1
